source,destination,distance
City88,City92,661
City8,City5,172
City54,City100,781
City94,City34,624
City85,City19,772
City98,City22,612
City46,City58,2
City15,City12,745
City51,City7,397
City91,City89,742
City77,City16,671
City37,City39,44
City89,City43,781
City59,City41,734
City25,City8,267
City46,City62,874
City20,City15,96
City32,City87,539
City13,City34,972
City95,City58,28
City71,City62,702
City15,City56,28
City59,City92,377
City12,City95,798
City79,City18,109
City48,City75,128
City80,City28,613
City99,City1,823
City68,City27,422
City28,City46,11
City63,City40,177
City88,City50,764
City79,City10,238
City32,City99,109
City29,City73,933
City85,City83,989
City49,City91,291
City70,City55,812
City9,City95,627
City72,City37,840
City93,City37,272
City83,City48,224
City28,City9,296
City34,City99,883
City37,City83,199
City87,City67,11
City77,City93,621
City65,City21,36
City95,City46,338
City42,City53,567
City37,City21,136
City44,City62,266
City37,City12,408
City29,City8,737
City85,City22,339
City28,City64,97
City86,City23,984
City70,City84,41
City60,City5,551
City97,City57,23
City99,City17,327
City44,City56,918
City87,City7,83
City28,City98,459
City68,City6,476
City13,City92,385
City35,City59,650
City17,City83,804
City63,City74,800
City19,City47,392
City64,City94,579
City87,City31,2
City82,City23,803
City41,City56,899
City88,City29,650
City61,City42,56
City11,City13,448
City62,City95,71
City62,City38,947
City72,City98,269
City6,City69,763
City38,City4,190
City86,City79,20
City14,City18,669
City71,City88,771
City58,City96,55
City36,City19,790
City44,City82,366
City67,City84,617
City98,City23,9
City55,City22,528
City94,City91,213
City14,City59,780
City10,City6,651
City63,City61,177
City76,City11,382
City99,City68,312
City90,City9,407
City14,City50,608
City54,City21,963
City8,City31,674
City19,City33,652
City21,City17,274
City100,City63,996
City55,City81,162
City80,City89,681
City55,City46,910
City32,City36,421
City31,City40,116
City66,City39,439
City48,City24,928
City26,City40,511
City17,City58,491
City40,City67,863
City5,City69,969
City18,City7,877
City60,City37,756
City66,City95,715
City14,City88,272
City94,City19,487
City44,City31,20
City23,City34,56
City1,City12,912
City42,City99,780
City57,City28,910
City59,City99,296
City69,City71,806
City53,City25,196
City60,City76,453
City46,City100,553
City19,City44,440
City55,City75,499
City5,City98,133
City6,City100,627
City53,City69,188
City61,City92,664
City16,City22,520
City32,City80,788
City47,City12,481
City55,City89,34
City87,City35,376
City56,City16,80
City21,City62,219
City91,City74,956
City74,City48,937
City21,City49,434
City15,City61,806
City79,City51,626
City83,City3,142
City18,City68,541
City79,City42,851
City32,City68,845
City28,City62,172
City16,City73,920
City66,City86,17
City12,City25,295
City55,City73,173
City94,City10,972
City3,City32,635
City60,City17,345
City91,City35,281
City45,City24,940
City96,City60,351
City9,City19,867
City35,City55,974
City59,City85,669
City74,City20,272
City7,City33,255
City67,City81,448
City97,City8,668
City21,City40,417
City45,City94,188
City73,City36,362
City85,City37,103
City17,City30,676
City74,City10,908
City62,City56,25
City50,City95,427
City9,City85,808
City78,City23,352
City89,City24,711
City37,City6,849
City11,City28,581
City73,City2,794
City90,City17,473
City46,City51,643
City45,City4,617
City90,City70,827
City3,City58,517
City9,City42,326
City62,City22,942
City19,City84,97
City1,City6,9
City71,City10,167
City50,City22,554
City69,City28,639
City71,City1,994
City21,City84,267
City67,City49,177
City88,City83,591
City96,City30,398
City38,City6,598
City93,City13,106
City92,City18,650
City23,City66,318
City87,City60,486
City26,City57,116
City32,City19,426
City52,City70,342
City21,City71,379
City43,City98,557
City58,City45,495
City100,City50,200
City77,City68,594
City67,City64,853
City45,City51,631
City46,City41,303
City51,City74,519
City40,City32,905
City77,City61,922
City75,City56,460
City8,City28,413
City28,City25,996
City44,City20,119
City100,City65,124
City57,City50,582
City33,City90,923
City57,City8,528
City37,City68,917
City4,City30,79
City91,City99,523
City89,City29,869
City27,City66,593
City99,City14,90
City95,City85,18
City55,City42,415
City37,City26,30
City5,City25,263
City22,City66,685
City86,City64,486
City14,City38,580
City97,City83,873
City30,City48,137
City95,City77,518
City14,City48,92
City20,City8,813
City15,City98,187
City23,City72,66
City20,City35,743
City88,City6,437
City1,City87,508
City32,City13,954
City79,City20,490
City52,City54,675
City28,City10,546
City20,City3,275
City74,City99,555
City68,City75,137
City81,City11,561
City19,City98,243
City41,City96,452
City64,City36,223
City21,City29,333
City47,City79,398
City8,City3,32
City32,City16,554
City62,City26,492
City1,City82,235
City27,City74,955
City2,City62,610
City34,City63,998
City74,City55,200
City35,City21,791
City83,City92,848
City76,City68,417
City48,City21,128
City57,City65,909
City42,City56,361
City83,City45,102
City63,City39,767
City50,City45,679
City78,City62,528
City2,City60,988
City34,City75,398
City78,City98,397
City34,City56,335
City25,City47,48
City42,City58,346
City54,City58,176
City22,City18,342
City71,City25,504
City97,City14,452
City70,City54,480
City14,City86,642
City37,City80,758
City16,City11,911
City21,City3,546
City81,City50,142
City30,City50,90
City4,City94,440
City83,City66,660
City46,City21,634
City3,City55,19
City18,City69,619
City10,City23,50
City100,City37,457
City37,City86,471
City54,City97,644
City10,City31,314
City3,City37,188
City38,City44,226
City30,City89,873
City49,City2,727
City5,City87,602
City21,City38,683
City5,City16,895
City34,City44,891
City22,City68,90
City95,City40,989
City31,City50,140
City94,City48,908
City15,City7,812
City32,City60,793
City37,City84,205
City66,City90,742
City17,City95,438
City64,City46,624
City47,City32,817
City90,City22,439
City25,City30,458
City12,City26,577
City74,City34,926
City8,City53,474
City5,City53,535
City40,City46,351
City90,City1,715
City89,City3,661
City72,City39,929
City83,City90,650
City53,City22,313
City41,City73,881
City14,City8,277
City81,City79,689
City37,City66,281
City21,City16,116
City31,City38,142
City93,City20,712
City96,City32,767
City66,City57,344
City16,City27,557
City44,City52,281
City35,City19,781
City2,City65,37
City8,City2,471
City97,City4,805
City65,City77,536
City79,City25,224
City78,City82,937
City42,City51,624
City27,City91,963
City22,City83,246
City25,City32,862
City92,City16,406
City96,City2,496
City5,City80,968
City24,City76,425
City68,City86,870
City49,City15,294
City45,City82,891
City97,City80,477
City67,City60,394
City52,City76,451
City31,City25,29
City52,City19,224
City20,City12,678
City92,City58,272
City17,City12,991
City80,City7,774
City61,City56,890
City48,City15,368
City67,City52,16
City91,City87,470
City49,City78,858
City64,City93,600
City26,City60,268
City14,City19,919
City78,City31,67
City20,City76,737
City90,City51,681
City45,City91,460
City57,City27,438
City10,City100,25
City42,City57,492
City43,City10,509
City86,City32,893
City64,City55,371
City18,City50,479
City95,City41,776
City73,City39,427
City28,City72,405
City27,City51,353
City40,City93,252
City84,City29,604
City73,City52,121
City66,City12,626
City13,City5,975
City33,City21,523
City86,City17,2
City20,City66,111
City97,City1,126
City57,City35,105
City40,City92,257
City45,City90,344
City27,City100,947
City59,City68,380
City96,City70,13
City48,City19,229
City79,City63,395
City42,City85,18
City7,City90,910
City8,City88,965
City21,City87,426
City31,City94,255
City25,City15,470
City77,City96,54
City77,City25,368
City3,City6,563
City56,City40,164
City58,City91,604
City38,City68,663
City45,City63,288
City35,City69,254
City75,City62,392
City42,City2,218
City62,City20,172
City31,City60,14
City3,City48,832
City99,City69,339
City77,City3,501
City94,City28,751
City43,City19,847
City71,City57,149
City11,City7,160
City2,City53,310
City18,City4,535
City82,City72,124
City8,City35,844
City47,City27,445
City60,City70,89
City76,City94,12
City54,City41,251
City43,City97,718
City71,City63,44
City37,City1,748
City44,City87,726
City7,City38,667
City51,City35,135
City16,City79,79
City36,City79,513
City20,City36,159
City78,City44,22
City46,City79,178
City59,City96,269
City40,City30,378
City51,City88,310
City61,City53,243
City31,City37,816
City41,City66,474
City85,City58,930
City20,City99,38
City76,City23,676
City67,City42,313
City100,City18,224
City81,City10,664
City79,City66,35
City42,City75,952
City53,City47,641
City88,City17,380
City41,City24,904
City88,City62,975
City55,City30,949
City5,City51,488
City100,City53,658
City15,City78,802
City53,City39,273
City16,City80,947
City68,City23,890
City6,City73,558
City68,City49,624
City4,City13,486
City32,City43,816
City90,City4,933
City89,City93,687
City87,City97,191
City10,City1,169
City33,City30,375
City23,City11,281
City58,City34,394
City86,City25,519
City12,City46,412
City19,City26,103
City93,City12,863
City6,City40,572
City34,City18,368
City7,City89,690
City9,City45,730
City83,City69,716
City67,City72,281
City87,City37,576
City26,City7,265
City72,City62,38
City92,City5,342
City38,City92,298
City27,City71,581
City19,City74,19
City17,City10,529
City19,City99,318
City16,City18,112
City72,City51,988
City30,City81,106
City15,City81,479
City60,City91,840
City84,City86,108
City75,City50,833
City41,City79,877
City80,City71,79
City37,City74,919
City2,City64,935
City70,City15,750
City98,City40,120
City42,City19,142
City7,City92,439
City80,City72,673
City18,City85,585
City62,City66,265
City3,City85,515
City27,City50,832
City55,City85,406
City49,City43,409
City3,City63,191
City52,City80,821
City53,City85,320
City54,City83,149
City95,City7,716
City22,City99,305
City86,City56,664
City63,City99,472
City43,City70,947
City94,City32,543
City16,City75,183
City91,City100,165
City94,City44,647
City30,City62,165
City76,City59,765
City25,City17,241
City95,City53,407
City90,City27,413
City19,City7,867
City41,City98,94
City27,City23,457
City30,City92,612
City100,City80,906
City62,City96,362
City85,City10,552
City78,City60,663
City40,City18,901
City32,City29,498
City82,City89,685
City53,City98,759
City21,City1,2
City3,City86,853
City93,City65,243
City9,City66,9
City73,City44,820
City7,City54,287
City87,City66,154
City18,City88,422
City44,City7,253
City12,City18,39
City81,City61,602
City1,City52,680
City48,City9,661
City41,City51,664
City36,City14,518
City73,City23,454
City49,City20,108
City27,City29,216
City47,City1,256
City39,City36,178
City25,City56,888
City67,City74,610
City94,City39,231
City22,City1,701
City95,City51,870
City86,City59,899
City70,City32,895
City17,City66,594
City56,City59,999
City11,City72,419
City57,City54,159
City21,City67,650
City23,City19,690
City24,City16,148
City94,City65,59
City100,City60,692
City47,City84,581
City78,City94,35
City21,City59,56
City50,City46,373
City26,City48,573
City89,City87,166
City45,City5,197
City25,City45,780
City34,City41,763
City31,City77,596
City86,City2,665
City43,City28,468
City57,City91,876
City16,City10,227
City17,City59,877
City93,City8,193
City81,City85,726
City19,City82,467
City37,City77,129
City39,City15,443
City32,City85,866
City80,City76,103
City24,City2,677
City78,City56,576
City85,City31,633
City19,City86,924
City28,City67,754
City65,City75,371
City90,City78,920
City85,City5,414
City59,City95,718
City94,City77,741
City100,City2,788
City34,City97,223
City40,City44,114
City76,City86,189
City50,City38,756
City20,City18,62
City87,City74,261
City65,City3,434
City84,City75,226
City81,City3,87
City42,City38,18
City15,City34,692
City68,City24,842
City85,City24,236
City72,City93,203
City8,City76,781
City66,City32,247
City80,City43,175
City76,City61,788
City4,City63,35
City17,City79,326
City83,City59,871
City29,City87,472
City66,City33,806
City93,City3,396
City59,City48,43
City17,City1,807
City28,City15,116
City46,City7,168
City93,City6,541
City81,City44,9
City7,City14,782
City14,City30,630
City62,City23,684
City78,City35,505
City18,City37,590
City25,City59,454
City17,City35,560
City23,City4,715
City21,City42,477
City77,City14,753
City82,City64,88
City9,City60,145
City16,City87,140
City35,City99,854
City53,City77,356
City78,City5,228
City10,City34,477
City90,City52,26
City80,City51,92
City98,City29,595
City26,City6,18
City20,City80,506
City35,City10,383
City64,City17,655
City51,City43,79
City91,City95,715
City74,City14,58
City65,City10,459
City99,City27,777
City88,City67,906
City79,City91,568
City7,City91,935
City79,City2,654
City81,City41,872
City29,City49,650
City96,City86,635
City87,City38,471
City72,City78,383
City66,City15,957
City14,City100,407
City88,City70,1000
City6,City20,397
City10,City57,224
City65,City18,842
City30,City49,159
City75,City36,952
City53,City68,825
City90,City68,81
City77,City11,106
City14,City41,255
City98,City59,619
City36,City54,858
City66,City31,256
City23,City63,82
City82,City42,748
City12,City62,950
City18,City36,496
City53,City76,113
City90,City19,703
City43,City64,196
City74,City71,588
City89,City97,978
City74,City94,292
City22,City72,281
City27,City30,930
City72,City63,679
City64,City61,789
City98,City46,317
City99,City48,175
City59,City19,434
City1,City72,213
City58,City21,193
City85,City99,738
City77,City5,706
City53,City10,407
City21,City25,730
City2,City9,444
City91,City34,261
City35,City58,589
City49,City36,872
City32,City14,627
City85,City57,322
City23,City94,1
City80,City44,549
City66,City3,15
City1,City31,819
City75,City85,792
City52,City100,134
City38,City54,849
City85,City79,973
City57,City79,601
City87,City39,428
City55,City99,474
City28,City53,269
City67,City75,589
City93,City87,608
City20,City25,345
City20,City94,351
City52,City31,339
City70,City20,411
City98,City88,862
City4,City12,743
City23,City13,417
City32,City81,236
City65,City37,665
City47,City10,777
City35,City48,412
City17,City29,955
City47,City3,794
City89,City81,484
City3,City22,227
City52,City62,291
City68,City30,520
City51,City68,704
City15,City96,490
City36,City11,414
City92,City54,929
City70,City41,169
City87,City94,84
City46,City92,48
City92,City11,604
City97,City61,428
City91,City3,686
City37,City95,873
City76,City92,619
City47,City39,268
City37,City41,164
City51,City22,556
City94,City81,822
City39,City78,763
City72,City5,644
City21,City14,636
City97,City47,666
City76,City27,492
City20,City43,981
City42,City18,161
City13,City17,352
City69,City60,65
City23,City90,132
City4,City34,244
City53,City59,26
City50,City35,355
City59,City77,496
City2,City20,346
City24,City96,999
City97,City75,99
City46,City69,422
City92,City71,335
City52,City86,756
City65,City28,469
City57,City100,582
City7,City68,993
City64,City5,93
City75,City7,980
City13,City74,331
City9,City82,378
City87,City12,227
City26,City55,196
City22,City47,912
City24,City56,633
City78,City57,573
City100,City58,433
City13,City97,905
City82,City39,336
City14,City23,504
City11,City93,391
City11,City46,581
City77,City75,801
City59,City36,716
City22,City5,231
City54,City34,766
City47,City35,132
City100,City1,428
City64,City70,334
City51,City15,283
City61,City28,501
City69,City54,235
City50,City87,105
City4,City39,390
City55,City38,984
City81,City36,32
City25,City39,116
City8,City56,815
City86,City11,840
City31,City64,157
City61,City83,325
City10,City98,18
City69,City34,613
City33,City98,633
City32,City37,910
City69,City38,600
City51,City24,308
City22,City54,969
City28,City92,866
City27,City95,707
City61,City11,631
City41,City38,682
City44,City93,781
City66,City46,228
City23,City16,424
City18,City55,842
City63,City12,256
City62,City7,552
City52,City83,915
City36,City99,993
City79,City15,896
City95,City70,416
City24,City78,859
City77,City2,983
City11,City83,877
City28,City41,437
City20,City95,828
City31,City51,540
City14,City10,12
City11,City18,629
City53,City31,748
City74,City62,505
City26,City28,435
City21,City28,605
City40,City35,474
City42,City23,74
City81,City22,139
City78,City47,420
City2,City39,591
City45,City19,734
City80,City93,416
City69,City25,31
City49,City45,273
City19,City25,488
City37,City63,425
City40,City5,890
City4,City64,411
City99,City21,223
City15,City36,604
City93,City25,430
City80,City9,251
City7,City32,802
City13,City86,735
City76,City36,404
City49,City88,399
City94,City15,102
City65,City16,756
City47,City68,697
City89,City25,876
City22,City28,316
City75,City61,912
City78,City87,107
City54,City14,973
City30,City97,283
City23,City69,18
City91,City50,696
City95,City89,21
City93,City30,871
City92,City20,91
City30,City80,158
City67,City10,498
City46,City60,659
City69,City22,215
City20,City14,644
City68,City16,196
City63,City13,939
City24,City11,820
City33,City85,718
City60,City90,798
City73,City53,15
City84,City20,436
City44,City16,963
City44,City96,580
City92,City45,555
City66,City44,192
City62,City34,159
City46,City25,380
City29,City2,255
City6,City90,955
City85,City21,870
City54,City77,839
City65,City80,780
City84,City100,91
City64,City7,615
City81,City24,473
City42,City62,802
City49,City10,241
City76,City87,805
City3,City33,553
City61,City68,398
City28,City81,73
City32,City26,361
City15,City63,995
City9,City70,630
City41,City61,471
City94,City47,307
City94,City82,374
City77,City63,662
City78,City30,558
City8,City15,862
City20,City31,434
City15,City86,693
City46,City96,777
City49,City55,117
City13,City9,355
City49,City57,45
City51,City17,963
City57,City25,64
City100,City8,802
City64,City51,947
City84,City5,626
City89,City5,731
City78,City66,507
City2,City30,415
City59,City93,418
City72,City3,283
City13,City61,2
City95,City61,574
City62,City15,147
City2,City75,478
City67,City12,42
City10,City99,991
City32,City77,979
City27,City58,960
City85,City64,119
City16,City69,667
City16,City99,29
City44,City86,529
City27,City48,257
City16,City94,816
City39,City20,256
City4,City10,571
City23,City89,657
City84,City49,78
City95,City68,499
City62,City69,688
City87,City20,788
City49,City58,851
City36,City29,847
City74,City29,160
City46,City71,41
City82,City63,448
City10,City51,570
City88,City55,95
City45,City3,558
City88,City32,936
City24,City46,665
City49,City71,148
City32,City63,852
City81,City63,565
City100,City51,433
City98,City85,338
City25,City36,217
City12,City94,40
City10,City83,985
City75,City98,420
City75,City28,668
City18,City53,655
City42,City24,257
City42,City35,789
City44,City18,403
City55,City92,530
City60,City56,422
City40,City42,685
City39,City48,891
City6,City55,852
City69,City93,725
City21,City75,994
City64,City59,479
City62,City16,224
City38,City85,798
City32,City17,282
City51,City66,697
City64,City50,432
City77,City58,272
City94,City90,972
City31,City76,338
City45,City100,451
City82,City29,239
City5,City43,112
City13,City41,484
City55,City4,904
City20,City58,637
City11,City29,825
City95,City75,307
City86,City70,242
City50,City32,483
City13,City95,127
City92,City42,840
City18,City51,716
City92,City98,758
City39,City57,979
City60,City64,594
City44,City60,131
City10,City7,269
City80,City25,982
City64,City87,400
City67,City55,908
City20,City16,603
City98,City52,117
City22,City57,284
City47,City40,373
City23,City88,616
City40,City66,422
City25,City58,267
City5,City82,326
City35,City5,87
City62,City10,761
City34,City61,647
City87,City59,319
City69,City82,442
City32,City21,477
City61,City71,79
City34,City8,557
City37,City91,885
City81,City29,749
City51,City91,882
City37,City28,905
City35,City70,134
City35,City74,577
City5,City38,65
City91,City32,729
City64,City52,564
City92,City3,910
City41,City85,718
City49,City90,69
City34,City14,302
City93,City4,25
City26,City93,781
City23,City41,493
City8,City67,104
City72,City58,779
City10,City89,636
City55,City84,376
City58,City76,353
City92,City26,930
City32,City9,50
City8,City74,402
City25,City52,146
City53,City27,223
City25,City61,242
City59,City26,847
City34,City48,299
City76,City33,958
City30,City65,243
City27,City18,45
City85,City12,42
City26,City95,984
City5,City21,244
City19,City70,427
City9,City67,132
City65,City22,35
City35,City80,708
City58,City88,297
City53,City16,526
City96,City22,482
City17,City89,861
City69,City20,96
City22,City31,358
City94,City53,695
City18,City83,878
City56,City13,132
City75,City81,906
City3,City49,321
City10,City33,435
City41,City3,760
City79,City34,725
City21,City31,170
City63,City6,993
City47,City7,253
City7,City61,327
City99,City97,234
City18,City38,316
City90,City64,897
City29,City53,612
City40,City4,522
City28,City18,561
City14,City49,213
City28,City7,39
City29,City62,662
City46,City39,116
City67,City15,232
City65,City79,673
City60,City77,767
City93,City60,580
City58,City18,209
City73,City37,80
City4,City7,708
City55,City65,371
City68,City52,806
City32,City4,192
City10,City40,843
City6,City45,134
City50,City73,837
City12,City64,860
City1,City62,726
City44,City74,619
City74,City82,961
City71,City33,197
City91,City85,324
City68,City12,257
City64,City32,830
City19,City40,640
City93,City52,319
City68,City82,573
City92,City2,680
City72,City9,101
City14,City47,443
City7,City59,487
City64,City10,886
City45,City61,376
City89,City77,28
City12,City84,553
City45,City96,274
City33,City47,221
City94,City97,899
City82,City50,253
City80,City99,903
City4,City27,867
City69,City29,339
City95,City69,757
City100,City43,372
City43,City27,665
City99,City11,284
City46,City81,59
City37,City81,992
City27,City13,434
City20,City38,649
City56,City45,539
City41,City29,788
City63,City9,917
City100,City96,90
City44,City97,530
City38,City64,902
City12,City78,199
City36,City58,464
City64,City39,253
City20,City42,270
City92,City22,734
City19,City12,990
City44,City25,601
City64,City76,671
City64,City24,250
City34,City17,607
City6,City58,550
City48,City92,373
City75,City45,865
City54,City79,743
City30,City13,696
City49,City42,53
City3,City11,547
City34,City65,75
City33,City14,974
City80,City45,439
City34,City52,153
City35,City96,352
City42,City93,316
City38,City75,565
City6,City98,134
City36,City23,729
City66,City88,90
City72,City88,665
City17,City40,978
City9,City53,700
City10,City87,69
City50,City29,50
City35,City54,792
City4,City48,954
City46,City61,44
City53,City89,410
City79,City61,312
City82,City11,271
City42,City81,51
City18,City46,541
City26,City63,76
City98,City35,608
City75,City25,798
City79,City29,773
City100,City94,342
City36,City33,754
City63,City49,980
City23,City15,764
City3,City95,241
City37,City69,810
City67,City50,506
City90,City43,554
City94,City22,438
City87,City82,888
City76,City19,779
City83,City79,577
City9,City20,722
City13,City73,718
City13,City39,400
City48,City88,236
City60,City38,982
City100,City78,28
City38,City10,827
City72,City4,329
City67,City29,617
City8,City32,511
City65,City29,652
City44,City33,273
City73,City21,804
City79,City45,823
City58,City47,590
City96,City55,260
City87,City34,462
City38,City30,484
City53,City56,507
City66,City13,811
City62,City94,546
City34,City37,439
City95,City90,637
City37,City79,696
City38,City45,50
City6,City23,821
City92,City35,640
City72,City68,34
City19,City21,767
City10,City88,324
City25,City60,901
City27,City6,399
City23,City55,462
City87,City99,674
City61,City82,420
City49,City25,431
City11,City19,703
City21,City72,571
City37,City50,666
City59,City94,316
City12,City83,668
City15,City38,688
City9,City87,248
City38,City76,635
City28,City85,440
City26,City100,28
City90,City69,419
City58,City44,637
City7,City37,39
City74,City40,144
City97,City62,302
City85,City4,603
City11,City70,652
City32,City42,271
City3,City35,790
City91,City59,934
City24,City58,95
City14,City5,514
City80,City46,803
City78,City53,262
City66,City56,293
City16,City63,621
City63,City17,474
City17,City85,126
City75,City3,576
City57,City90,652
City71,City79,488
City29,City22,928
City70,City47,404
City74,City95,87
City78,City28,707
City36,City78,726
City7,City98,869
City46,City19,793
City83,City27,970
City28,City68,673
City16,City47,346
City80,City38,378
City10,City59,821
City35,City9,979
City41,City62,433
City60,City95,400
City30,City57,559
City50,City6,699
City73,City86,8
City1,City92,336
City35,City73,474
City74,City24,994
City83,City1,181
City37,City61,966
City28,City99,846
City20,City71,346
City76,City25,756
City74,City23,807
City30,City76,693
City25,City41,795
City54,City6,455
City13,City20,749
City5,City71,596
City67,City24,335
City55,City32,410
City99,City73,149
City48,City51,825
City28,City56,511
City4,City47,151
City22,City15,330
City24,City15,613
City62,City59,935
City86,City55,304
City34,City59,471
City26,City83,83
City34,City53,587
City20,City24,268
City94,City25,143
City85,City68,609
City92,City87,66
City87,City46,457
City66,City5,53
City30,City63,75
City35,City56,577
City18,City63,388
City86,City46,367
City1,City76,605
City51,City86,433
City18,City70,544
City36,City6,352
City34,City71,691
City93,City71,867
City63,City85,750
City89,City44,915
City2,City94,21
City72,City59,359
City17,City6,110
City55,City1,337
City9,City73,445
City25,City54,368
City14,City43,57
City64,City27,568
City73,City65,67
City17,City72,969
City24,City95,557
City51,City23,82
City25,City33,688
City96,City3,665
City82,City77,286
City93,City49,320
City74,City36,358
City29,City77,390
City60,City62,423
City65,City42,914
City73,City51,176
City89,City28,968
City80,City4,325
City19,City73,311
City19,City72,131
City12,City6,24
City64,City26,784
City28,City58,259
City7,City17,761
City73,City77,822
City45,City36,247
City3,City98,421
City6,City53,174
City44,City12,119
City60,City63,459
City90,City29,418
City65,City9,837
City30,City75,198
City1,City46,882
City26,City46,111
City13,City98,303
City57,City89,725
City92,City95,431
City82,City65,409
City2,City80,485
City3,City40,255
City11,City91,38
City77,City1,457
City90,City72,867
City14,City29,746
City71,City50,705
City8,City46,215
City49,City66,990
City45,City65,555
City87,City26,119
City45,City39,289
City43,City21,588
City76,City56,917
City18,City81,433
City18,City62,485
City31,City88,300
City24,City43,941
City69,City74,328
City59,City20,827
City5,City48,238
City85,City36,680
City98,City87,605
City83,City100,257
City10,City96,717
City93,City55,287
City69,City75,42
City82,City95,806
City100,City23,988
City83,City44,342
City26,City68,396
City70,City22,633
City77,City81,2
City70,City27,650
City78,City38,241
City66,City91,158
City18,City66,738
City17,City54,725
City48,City68,869
City36,City98,392
City86,City40,975
City9,City43,514
City24,City31,468
City41,City78,590
City76,City12,923
City4,City28,701
City85,City43,280
City20,City75,875
City49,City77,438
City83,City42,378
City19,City3,579
City85,City56,513
City80,City3,65
City53,City88,627
City52,City43,922
City52,City22,719
City13,City85,411
City41,City27,303
City51,City93,533
City65,City17,907
City28,City96,2
City30,City43,772
City61,City32,831
City74,City70,834
City38,City95,107
City34,City12,767
City97,City19,174
City40,City1,252
City70,City48,255
City36,City67,153
City8,City33,71
City19,City93,167
City41,City4,534
City47,City69,475
City10,City93,917
City43,City92,836
City30,City19,621
City15,City80,22
City94,City41,368
City74,City47,474
City85,City93,106
City65,City53,303
City9,City21,452
City93,City84,670
City100,City92,907
City88,City38,45
City51,City83,143
City31,City83,295
City28,City49,928
City44,City22,236
City41,City44,997
City8,City58,656
City14,City2,465
City2,City41,412
City39,City68,488
City42,City36,375
City87,City73,680
City40,City23,804
City70,City73,389
City83,City81,624
City5,City47,996
City17,City43,173
City6,City46,648
City56,City1,438
City78,City18,922
City61,City47,776
City75,City79,183
City59,City6,640
City94,City66,145
City27,City72,885
City77,City28,247
City69,City51,469
City94,City50,814
City47,City88,69
City51,City99,966
City33,City80,741
City18,City29,160
City54,City89,473
City32,City90,285
City8,City72,852
City71,City64,7
City15,City37,729
City52,City26,751
City27,City32,528
City29,City57,546
City4,City46,273
City94,City21,438
City26,City1,990
City2,City27,447
City79,City58,558
City71,City96,392
City16,City81,815
City71,City60,25
City88,City94,355
City2,City70,765
City97,City60,611
City57,City13,405
City69,City32,421
City70,City23,464
City90,City67,952
City88,City61,697
City62,City53,424
City14,City51,325
City40,City91,265
City77,City92,369
City3,City25,115
City75,City89,139
City87,City40,376
City69,City27,729
City56,City9,70
City44,City13,48
City49,City8,755
City61,City49,78
City50,City58,377
City57,City75,540
City80,City84,565
City68,City33,272
City3,City7,43
City100,City17,249
City14,City84,147
City92,City51,832
City71,City4,412
City62,City39,609
City34,City49,636
City93,City21,672
City76,City65,78
City26,City66,420
City52,City41,157
City82,City41,58
City81,City65,733
City44,City67,198
City33,City39,736
City79,City95,745
City67,City83,276
City91,City96,424
City26,City14,225
City65,City60,223
City72,City54,268
City6,City29,396
City3,City84,171
City32,City5,837
City77,City48,548
City73,City15,57
City20,City90,483
City81,City14,868
City22,City41,427
City88,City77,145
City71,City37,576
City51,City54,233
City8,City10,42
City9,City99,293
City54,City8,581
City78,City32,518
City86,City91,757
City79,City40,31
