source,destination,distance
City200,City201,182
City201,City202,939
City202,City203,484
City203,City204,769
City204,City205,154
City205,City206,135
City206,City207,890
City207,City208,658
City208,City209,76
City209,City210,618
City210,City211,27
City211,City212,553
City212,City213,678
City213,City214,447
City214,City215,519
City215,City216,684
City216,City217,719
City217,City218,488
City218,City219,976
City219,City220,741
City220,City221,199
City221,City222,142
City222,City223,544
City223,City224,929
City224,City225,234
City225,City226,956
City226,City227,964
City227,City228,903
City228,City229,766
City229,City230,220
City230,City231,912
City231,City232,492
City232,City233,459
City233,City234,993
City234,City235,48
City235,City236,404
City236,City237,703
City237,City238,772
City238,City239,849
City239,City240,27
City240,City241,99
City241,City242,66
City242,City243,634
City243,City244,465
City244,City245,877
City245,City246,145
City246,City247,578
City247,City248,603
City248,City249,666
City249,City250,635
City250,City251,559
City251,City252,830
City252,City253,640
City253,City254,4
City254,City255,752
City255,City256,263
City256,City257,813
City257,City258,14
City258,City259,456
City259,City260,62
City260,City261,776
City261,City262,828
City262,City263,263
City263,City264,513
City264,City265,370
City265,City266,707
City266,City267,815
City267,City268,741
City268,City269,392
City269,City270,764
City270,City271,552
City271,City272,655
City272,City273,744
City273,City274,597
City274,City275,568
City275,City276,72
City276,City277,958
City277,City278,688
City278,City279,931
City279,City280,343
City280,City281,738
City281,City282,76
City282,City283,274
City283,City284,952
City284,City285,639
City285,City286,711
City286,City287,963
City287,City288,714
City288,City289,354
City289,City290,925
City290,City291,486
City291,City292,807
City292,City293,797
City293,City294,522
City294,City295,79
City295,City296,828
City296,City297,695
City297,City298,267
City298,City299,12
City299,City300,264
City300,City301,562
City301,City302,467
City302,City303,364
City303,City304,658
City304,City305,401
City305,City306,321
City306,City307,938
City307,City308,954
City308,City309,268
City309,City310,863
City310,City311,645
City311,City312,474
City312,City313,810
City313,City314,845
City314,City315,902
City315,City316,534
City316,City317,345
City317,City318,268
City318,City319,774
City319,City320,54
City320,City321,596
City321,City322,695
City322,City323,881
City323,City324,548
City324,City325,794
City325,City326,947
City326,City327,178
City327,City328,329
City328,City329,247
City329,City330,559
City330,City331,235
City331,City332,914
City332,City333,793
City333,City334,950
City334,City335,922
City335,City336,199
City336,City337,689
City337,City338,57
City338,City339,803
City339,City340,220
City340,City341,988
City341,City342,586
City342,City343,446
City343,City344,905
City344,City345,597
City345,City346,700
City346,City347,678
City347,City348,68
City348,City349,969
City349,City350,974
City350,City351,939
City351,City352,238
City352,City353,223
City353,City354,166
City354,City355,693
City355,City356,507
City356,City357,258
City357,City358,522
City358,City359,325
City359,City360,291
City360,City361,324
City361,City362,793
City362,City363,297
City363,City364,341
City364,City365,353
City365,City366,912
City366,City367,348
City367,City368,844
City368,City369,780
City369,City370,665
City370,City371,8
City371,City372,617
City372,City373,146
City373,City374,78
City374,City375,521
City375,City376,151
City376,City377,553
City377,City378,468
City378,City379,311
City379,City380,230
City380,City381,653
City381,City382,754
City382,City383,223
City383,City384,351
City384,City385,271
City385,City386,584
City386,City387,839
City387,City388,415
City388,City389,922
City389,City390,228
City390,City391,732
City391,City392,727
City392,City393,572
City393,City394,983
City394,City395,762
City395,City396,295
City396,City397,573
City397,City398,230
City398,City399,551
City399,City400,771
City400,City401,63
City401,City402,869
City402,City403,740
City403,City404,989
City404,City405,769
City405,City406,655
City406,City407,649
City407,City408,578
City408,City409,906
City409,City410,96
City410,City411,836
City411,City412,521
City412,City413,983
City413,City414,611
City414,City415,550
City415,City416,958
City416,City417,609
City417,City418,583
City418,City419,802
City419,City420,309
City420,City421,294
City421,City422,916
City422,City423,963
City423,City424,81
City424,City425,482
City425,City426,20
City426,City427,680
City427,City428,84
City428,City429,921
City429,City430,780
City430,City431,87
City431,City432,849
City432,City433,364
City433,City434,537
City434,City435,235
City435,City436,101
City436,City437,198
City437,City438,776
City438,City439,331
City439,City440,60
City440,City441,610
City441,City442,870
City442,City443,529
City443,City444,416
City444,City445,307
City445,City446,390
City446,City447,84
City447,City448,348
City448,City449,15
City449,City450,825
City450,City451,139
City451,City452,767
City452,City453,545
City453,City454,735
City454,City455,341
City455,City456,92
City456,City457,482
City457,City458,187
City458,City459,498
City459,City460,758
City460,City461,3
City461,City462,69
City462,City463,215
City463,City464,865
City464,City465,41
City465,City466,513
City466,City467,138
City467,City468,508
City468,City469,901
City469,City470,837
City470,City471,179
City471,City472,42
City472,City473,911
City473,City474,617
City474,City475,715
City475,City476,95
City476,City477,294
City477,City478,86
City478,City479,316
City479,City480,808
City480,City481,95
City481,City482,760
City482,City483,101
City483,City484,299
City484,City485,352
City485,City486,24
City486,City487,888
City487,City488,430
City488,City489,192
City489,City490,578
City490,City491,393
City491,City492,547
City492,City493,901
City493,City494,670
City494,City495,821
City495,City496,449
City496,City497,881
City497,City498,442
City498,City499,781
City499,City500,262
City193,City184,549
City72,City15,900
City222,City367,748
City40,City360,756
City196,City358,724
City136,City87,620
City110,City65,504
City496,City75,839
City451,City494,948
City223,City411,662
City266,City291,887
City214,City69,545
City268,City93,676
City187,City117,864
City175,City113,642
City329,City77,599
City481,City335,141
City102,City126,877
City435,City116,619
City314,City443,892
City358,City486,403
City428,City83,137
City15,City355,85
City23,City211,855
City164,City361,536
City319,City29,299
City155,City447,531
City47,City59,701
City7,City64,62
City152,City39,645
City440,City208,851
City286,City104,408
City168,City61,511
City320,City110,430
City415,City419,814
City479,City181,742
City353,City47,587
City484,City261,327
City378,City213,222
City179,City319,206
City55,City468,349
City458,City495,186
City208,City167,795
City41,City373,597
City264,City162,523
City312,City178,791
City208,City426,923
City213,City280,798
City190,City345,840
City44,City95,841
City23,City18,205
City142,City47,656
City75,City307,367
City314,City360,582
City220,City150,305
City106,City267,377
City53,City433,198
City394,City473,724
City195,City366,367
City138,City106,1000
City318,City374,853
City161,City171,88
City111,City96,985
City91,City94,431
City366,City352,882
City178,City459,752
City55,City482,839
City292,City199,295
City105,City166,243
City439,City195,809
City344,City146,823
City366,City193,702
City41,City345,575
City339,City143,171
City240,City137,350
City33,City121,610
City144,City483,33
City192,City336,584
City167,City321,182
City94,City220,889
City124,City318,538
City109,City246,117
City60,City449,37
City102,City356,897
City264,City295,121
City93,City167,64
City67,City14,918
City115,City246,705
City167,City454,426
City7,City52,680
City219,City133,184
City326,City187,131
City32,City203,273
City470,City389,250
City306,City377,937
City440,City278,985
City215,City483,90
City462,City373,888
City196,City304,821
City426,City192,643
City416,City8,959
City381,City299,565
City445,City362,295
City240,City197,658
City249,City58,356
City21,City156,948
City343,City59,252
City430,City407,166
City391,City386,10
City486,City21,823
City301,City239,32
City198,City64,307
City426,City414,255
City483,City273,508
City483,City196,582
City130,City260,675
City318,City110,398
City314,City166,65
City365,City337,481
City429,City124,98
City169,City392,726
City126,City499,183
City129,City358,984
City346,City177,607
City383,City480,512
City369,City493,235
City40,City53,489
City395,City458,567
City367,City96,824
City306,City340,916
City382,City422,195
City390,City412,380
City411,City191,580
City52,City450,82
City227,City453,918
City147,City79,695
City494,City27,241
City214,City240,336
City44,City312,418
City151,City314,503
City340,City383,286
City484,City197,208
City332,City404,117
City217,City494,513
City135,City57,260
City198,City203,792
City6,City189,369
City370,City285,278
City334,City56,936
City289,City355,514
City497,City437,719
City214,City485,955
City337,City256,325
City44,City344,508
City360,City77,102
City303,City487,263
City286,City471,792
City215,City32,407
City367,City251,297
City283,City478,157
City492,City108,240
City430,City279,756
City440,City356,623
City86,City325,793
City357,City294,941
City487,City119,50
City105,City440,775
City488,City44,379
City182,City399,144
City242,City220,102
City278,City251,252
City168,City45,866
City427,City307,98
City184,City59,992
City63,City211,386
City443,City94,334
City373,City364,89
City420,City48,781
City381,City137,444
City340,City204,164
City124,City321,489
City77,City463,222
City478,City486,650
City147,City308,242
City103,City480,330
City258,City323,902
City183,City216,482
City457,City436,114
City270,City137,771
City123,City408,729
City276,City197,486
City413,City477,75
City294,City108,307
City447,City180,768
City308,City369,341
City302,City191,434
City328,City259,768
City343,City213,650
City81,City438,616
City93,City210,287
City272,City373,399
City413,City182,157
City207,City69,466
City475,City233,940
City116,City463,190
City260,City236,626
City169,City364,604
City147,City441,936
City71,City93,409
City9,City175,176
City162,City258,227
City178,City101,385
City399,City234,456
City302,City106,520
City452,City437,519
City68,City120,824
City148,City393,529
City475,City340,534
City110,City339,850
City243,City131,206
City199,City275,783
City208,City29,599
City211,City300,963
City487,City330,979
City454,City181,966
City123,City121,686
City321,City333,421
City341,City490,711
City343,City415,330
City71,City160,329
City16,City409,16
City117,City453,633
City34,City124,868
City282,City187,481
City46,City80,218
City487,City85,260
City13,City309,361
City62,City127,495
City168,City212,602
City338,City327,234
City375,City45,246
City326,City461,931
City55,City88,394
City180,City61,480
City38,City467,620
City329,City2,431
City456,City10,631
City432,City347,616
City452,City27,817
City328,City411,366
City41,City381,520
City86,City62,680
City327,City115,886
City413,City222,406
City408,City30,443
City323,City345,237
City274,City437,605
City396,City27,514
City341,City179,431
City401,City91,308
City77,City203,419
City216,City301,721
City59,City100,305
City30,City356,217
City328,City398,857
City462,City79,981
City261,City483,850
City473,City433,99
City105,City134,392
City380,City229,368
City488,City144,23
City365,City438,852
City360,City386,468
City63,City271,316
City11,City406,665
City146,City124,407
City338,City334,529
City55,City48,24
City240,City293,160
City339,City115,994
City176,City425,628
City385,City274,166
City216,City374,159
City166,City467,64
City125,City343,872
City246,City142,906
City261,City435,91
City273,City207,614
City66,City430,164
City441,City101,507
City32,City474,636
City312,City250,653
City21,City487,512
City1,City470,499
City160,City213,843
City169,City215,183
City138,City266,710
City179,City297,409
City87,City103,879
City128,City405,944
City324,City296,605
City233,City352,846
City183,City295,34
City230,City217,680
City406,City72,275
City350,City316,298
City423,City269,667
City441,City47,693
City35,City68,518
City369,City87,827
City307,City96,56
City122,City158,838
City439,City392,694
City217,City394,172
City31,City15,539
City206,City265,635
City128,City167,553
City291,City303,552
City253,City340,29
City20,City491,705
City358,City427,539
City51,City94,602
City427,City61,747
City362,City496,847
City461,City333,881
City164,City403,300
City48,City359,245
City393,City104,543
City142,City16,644
City341,City335,930
City296,City463,136
City259,City429,391
City254,City73,787
City307,City38,49
City177,City125,504
City166,City343,797
City96,City373,347
City322,City350,264
City143,City378,620
City128,City156,553
City14,City225,569
City41,City54,822
City266,City437,174
City217,City302,692
City3,City76,376
City109,City344,96
City407,City28,640
City438,City406,352
City29,City424,940
City277,City242,998
City495,City50,508
City442,City8,207
City477,City115,343
City60,City241,789
City134,City238,494
City386,City389,624
City360,City76,840
City266,City235,552
City184,City226,970
City228,City343,635
City228,City349,531
City207,City24,792
City471,City78,357
City61,City171,741
City200,City231,977
City441,City96,915
City401,City269,601
City316,City421,863
City13,City361,198
City63,City464,601
City192,City301,250
City165,City96,577
City271,City91,352
City201,City210,946
City303,City347,335
City183,City272,827
City124,City7,251
City64,City495,226
City438,City178,122
City319,City424,466
City258,City255,556
City361,City309,238
City412,City472,681
City22,City365,53
City385,City71,513
City206,City100,614
City490,City150,187
City361,City137,775
City67,City93,647
City495,City71,771
City233,City276,323
City109,City427,303
City114,City80,604
City391,City12,175
City356,City70,533
City303,City259,996
City327,City63,658
City23,City114,97
City460,City454,147
City358,City11,564
City306,City477,301
City54,City229,178
City373,City394,591
City182,City435,271
City346,City145,905
City300,City90,405
City305,City340,38
City154,City332,388
City8,City206,244
City465,City296,662
City418,City218,414
City36,City58,593
City430,City96,596
City198,City482,665
City113,City128,51
City48,City279,345
City468,City377,910
City419,City437,571
City312,City116,180
City31,City340,14
City434,City477,500
City251,City348,309
City436,City349,396
City105,City19,7
City356,City12,113
City388,City103,572
City314,City496,360
City33,City239,252
City103,City485,675
City471,City230,597
City401,City20,973
City262,City169,197
City34,City302,812
City249,City484,861
City358,City85,187
City211,City56,880
City390,City304,598
City285,City33,807
City39,City27,634
City53,City27,385
City66,City30,363
City85,City389,662
City45,City158,159
City361,City166,645
City463,City194,861
City432,City98,146
City153,City186,276
City309,City72,528
City407,City70,880
City134,City245,375
City422,City278,929
City177,City81,917
City1,City121,305
City387,City88,617
City358,City290,491
City330,City417,4
City350,City66,737
City194,City488,387
City106,City481,807
City342,City336,70
City351,City411,603
City23,City391,190
City292,City45,251
City95,City103,629
City48,City299,231
City343,City153,735
City348,City249,226
City470,City64,575
City452,City342,314
City272,City141,40
City291,City178,58
City341,City374,802
City43,City306,315
City341,City421,888
City385,City442,84
City5,City18,202
City257,City263,284
City340,City7,54
City325,City166,406
City490,City319,93
City163,City183,394
City19,City120,120
City24,City80,569
City223,City48,824
City29,City415,266
City204,City115,786
City90,City228,242
City222,City436,867
City68,City426,809
City207,City120,42
City145,City388,24
City51,City253,48
City190,City149,295
City333,City153,504
City29,City295,897
City354,City134,585
City281,City418,641
City287,City430,698
City172,City291,489
City435,City64,800
City424,City271,216
City249,City73,316
City364,City35,960
City320,City453,521
City420,City98,466
City77,City286,679
City105,City303,727
City78,City116,771
City44,City149,372
City316,City51,64
City301,City124,511
City29,City324,620
City72,City107,370
City152,City290,697
City392,City8,822
City455,City224,146
City285,City366,564
City253,City132,173
City402,City263,335
City348,City464,590
City89,City350,213
City465,City53,436
City358,City117,365
City27,City148,396
City496,City111,346
City19,City242,406
City323,City279,380
City245,City77,62
City184,City139,381
City272,City464,611
City449,City2,739
City47,City472,695
City62,City55,109
City120,City186,313
City425,City362,826
City132,City98,412
City252,City423,51
City472,City204,414
City102,City384,540
City336,City246,485
City388,City14,954
City94,City430,637
City345,City427,594
City311,City412,722
City1,City111,578
City439,City428,22
City273,City68,141
City122,City31,936
City216,City58,690
City342,City428,317
City412,City283,205
City328,City314,283
City282,City375,793
City29,City285,300
City205,City37,914
City359,City463,575
City62,City110,633
City260,City240,172
City164,City16,134
City325,City153,184
City443,City341,160
City253,City312,446
City467,City286,789
City274,City144,136
City231,City454,188
City338,City220,616
City479,City109,267
City35,City88,574
City25,City448,169
City236,City77,507
City175,City385,81
City412,City122,796
City13,City316,640
City141,City270,833
City377,City136,51
City229,City51,49
City219,City295,207
City14,City109,130
City108,City476,961
City411,City3,710
City200,City379,641
City51,City426,175
City478,City363,528
City146,City246,878
City142,City256,545
City170,City95,960
City335,City247,132
City178,City479,421
City134,City272,191
City28,City171,503
City414,City341,493
City491,City37,617
City315,City197,127
City323,City37,232
City111,City435,715
City419,City468,174
City437,City300,33
City338,City14,95
City283,City298,911
City343,City212,940
City208,City442,593
City71,City202,721
City245,City111,248
City98,City253,403
City340,City309,485
City250,City68,710
City249,City459,151
City393,City116,192
City334,City234,46
City99,City373,451
City379,City474,239
City380,City6,576
City41,City85,900
City13,City240,454
City350,City464,812
City126,City26,393
City86,City178,513
City22,City239,59
City184,City295,399
City313,City48,481
City290,City90,841
City148,City241,83
City50,City429,20
City201,City30,615
City275,City194,372
City110,City443,723
City476,City162,980
City350,City230,661
City17,City308,686
City86,City215,251
City467,City398,16
City68,City256,569
City332,City430,248
City251,City27,425
City382,City417,132
City16,City495,468
City206,City103,107
City363,City93,108
City288,City224,747
City408,City425,656
City497,City198,44
City132,City106,784
City107,City285,390
City358,City469,820
City187,City147,420
City59,City101,98
City106,City412,685
City486,City422,560
City193,City355,185
City232,City398,465
City95,City184,766
City385,City332,568
City414,City311,868
City43,City37,969
City415,City468,495
City333,City345,241
City118,City312,623
City270,City118,769
City203,City460,737
City493,City287,965
City161,City480,116
City65,City117,982
City200,City260,559
City172,City268,484
City142,City135,157
City55,City222,938
City133,City45,740
City356,City114,462
City9,City326,993
City194,City8,279
City436,City367,973
City270,City165,761
City466,City193,236
City77,City436,599
City372,City227,937
City417,City443,881
City26,City358,859
City385,City144,852
City424,City28,50
City391,City64,114
City161,City417,319
City298,City223,933
City461,City63,230
City298,City466,149
City400,City156,317
City425,City214,837
City84,City331,142
City177,City55,890
City146,City144,471
City131,City294,805
City219,City68,954
City420,City443,308
City346,City394,410
City83,City299,873
City146,City83,470
City20,City278,235
City360,City344,516
City121,City93,184
City432,City135,958
City115,City242,787
City259,City179,136
City471,City410,972
City468,City368,978
City272,City438,106
City275,City346,145
City9,City43,481
City356,City92,686
City282,City371,663
City375,City42,272
City249,City336,34
City141,City436,897
City434,City40,23
City136,City193,635
City13,City276,863
City265,City472,727
City101,City334,946
City106,City41,523
City233,City430,458
City86,City466,525
City295,City273,835
City96,City485,857
City457,City235,216
City138,City45,881
City58,City106,533
City235,City383,453
City256,City160,157
City473,City146,12
City424,City462,41
City106,City282,907
City492,City27,400
City391,City330,581
City380,City96,348
City397,City323,420
City293,City173,413
City275,City271,707
City393,City176,886
City496,City175,798
City209,City4,488
City494,City29,807
City436,City184,606
City67,City403,376
City37,City93,78
City160,City120,548
City151,City299,650
City109,City412,333
City407,City381,632
City374,City315,436
City127,City397,555
City174,City307,539
City308,City169,977
City92,City89,135
City99,City434,133
City62,City365,695
City377,City455,998
City126,City208,963
City80,City268,980
City160,City92,760
City219,City139,404
City438,City136,803
City320,City16,587
City408,City228,383
City87,City147,765
City9,City369,6
City143,City495,191
City330,City498,607
City301,City360,556
City404,City356,101
City298,City454,105
City171,City96,798
City208,City386,824
City174,City433,344
City43,City201,937
City434,City239,486
City190,City407,45
City159,City190,86
City154,City375,46
City3,City362,681
City22,City247,468
City372,City42,511
City493,City371,915
City196,City37,872
City211,City493,748
City254,City160,856
City184,City1,788
City138,City498,264
City150,City70,450
City417,City297,634
City300,City275,830
City79,City448,313
City349,City199,916
City139,City121,936
City42,City184,509
City182,City332,923
City490,City106,372
City34,City330,51
City264,City340,855
City219,City275,478
City266,City84,767
City311,City332,100
City406,City210,79
City434,City269,637
City422,City262,404
City448,City106,165
City203,City186,125
City231,City131,904
City184,City422,169
City121,City293,596
City4,City290,344
City500,City474,60
City388,City150,408
City186,City271,310
City467,City457,574
City215,City28,792
City250,City269,425
City249,City315,51
City190,City48,499
City455,City278,573
City141,City330,161
City88,City144,692
City7,City30,38
City302,City32,555
City222,City53,248
City452,City249,662
City231,City17,234
City157,City49,259
City158,City371,40
City457,City335,730
City202,City166,25
City400,City387,477
City250,City118,736
City449,City90,627
City306,City290,843
City236,City290,984
City447,City44,1000
City147,City258,354
City72,City96,788
City231,City309,936
City355,City286,439
City127,City374,378
City425,City189,724
City172,City254,377
City268,City197,928
City298,City291,923
City130,City183,849
City444,City224,270
City205,City245,114
City89,City235,46
City42,City77,776
City429,City163,469
City340,City205,271
City267,City185,492
City37,City234,520
City69,City12,689
City373,City466,980
City71,City413,258
City9,City177,856
City40,City391,668
City361,City104,134
City108,City261,221
City291,City470,271
City324,City193,313
City35,City15,13
City29,City406,943
City429,City408,410
City481,City95,722
City328,City23,529
City125,City158,948
City115,City379,524
City225,City85,644
City222,City112,443
City315,City148,707
City320,City464,950
City77,City9,964
City239,City46,311
City130,City226,196
City144,City27,446
City266,City28,541
City140,City233,573
City344,City171,298
City259,City242,293
City44,City135,801
City473,City35,78
City447,City455,286
City15,City65,281
City398,City287,192
City148,City107,123
City399,City124,56
City76,City22,473
City87,City398,33
City245,City423,201
City369,City327,938
City318,City83,519
City468,City374,851
City410,City450,57
City47,City277,171
City424,City350,176
City25,City328,624
City252,City312,51
City348,City438,245
City402,City277,296
City78,City162,142
City379,City475,945
City349,City491,220
City205,City187,666
City32,City359,170
City335,City150,410
City328,City271,916
City319,City264,732
City187,City40,419
City482,City453,157
City293,City35,198
City243,City149,719
City281,City436,847
City39,City30,229
City145,City431,998
City155,City211,28
City195,City293,677
City309,City235,291
City53,City246,948
City212,City486,682
City338,City50,399
City286,City224,334
City17,City219,740
City467,City465,829
City327,City205,562
City190,City202,679
City372,City50,973
City106,City446,657
City409,City293,237
City184,City115,449
City158,City1,931
City178,City464,869
City318,City29,516
City136,City242,958
City280,City231,545
City237,City134,499
City414,City176,895
City6,City268,196
City102,City252,359
City349,City167,748
City29,City465,514
City396,City286,805
City101,City240,140
City35,City63,545
City490,City48,450
City199,City392,718
City268,City317,472
City122,City306,845
City132,City239,450
City425,City325,871
City367,City216,705
City439,City383,71
City253,City31,385
City270,City148,57
City221,City239,832
City254,City493,731
City50,City375,953
City33,City450,773
City295,City417,446
City184,City26,953
City328,City90,998
City198,City215,656
City25,City189,953
City304,City308,805
City409,City69,328
City478,City279,964
City84,City465,854
City416,City261,966
City430,City228,597
City304,City174,946
City169,City171,26
City260,City446,180
City376,City127,735
City162,City498,603
City234,City244,632
City173,City492,33
City453,City282,351
City243,City377,405
City459,City65,345
City413,City209,240
City343,City185,540
City72,City323,539
City229,City172,939
City252,City154,267
City128,City173,979
City347,City263,748
City303,City404,808
City135,City106,887
City249,City31,316
City81,City135,830
City93,City423,997
City465,City143,779
City169,City60,94
City312,City1,539
City494,City484,267
City406,City412,566
City450,City111,759
City180,City253,456
City194,City128,606
City421,City215,439
City260,City87,66
